"Date","Price","Open","High","Low","Vol.","Change %"
"04/09/2024","8,434.20","8,498.95","8,500.50","8,421.00","165.08M","-0.33%"
"04/08/2024","8,461.80","8,384.40","8,470.60","8,373.65","207.37M","1.20%"
"04/05/2024","8,361.65","8,384.95","8,387.20","8,326.20","148.34M","-0.40%"
"04/04/2024","8,395.40","8,499.80","8,500.60","8,356.05","198.86M","-0.62%"
"04/03/2024","8,448.20","8,434.65","8,479.95","8,403.95","214.08M","-0.08%"
"04/02/2024","8,455.25","8,445.00","8,471.65","8,401.80","189.11M","0.38%"
"04/01/2024","8,423.05","8,380.10","8,436.50","8,372.85","141.64M","1.04%"
"03/28/2024","8,336.00","8,278.10","8,407.10","8,262.05","192.33M","0.97%"
"03/27/2024","8,256.20","8,200.00","8,294.85","8,198.55","216.80M","1.08%"
"03/26/2024","8,167.75","8,100.05","8,186.40","8,099.80","183.40M","0.26%"
"03/22/2024","8,146.40","8,091.15","8,183.05","8,074.30","167.70M","0.69%"
"03/21/2024","8,090.85","8,033.65","8,108.40","8,031.30","187.76M","1.48%"
"03/20/2024","7,972.95","7,943.25","7,984.80","7,898.35","137.55M","0.64%"
"03/19/2024","7,921.90","7,988.30","8,000.85","7,895.55","189.26M","-1.32%"
"03/18/2024","8,028.15","7,988.85","8,044.00","7,957.35","168.12M","0.50%"
"03/15/2024","7,988.05","8,022.05","8,056.70","7,898.80","434.16M","-0.70%"
"03/14/2024","8,044.00","7,906.30","8,058.55","7,884.30","234.03M","1.61%"
"03/13/2024","7,916.20","8,246.45","8,248.15","7,867.65","263.38M","-3.77%"
"03/12/2024","8,226.20","8,285.70","8,304.70","8,214.55","167.71M","-0.63%"
"03/11/2024","8,278.35","8,324.60","8,358.30","8,263.60","202.08M","-0.61%"
"03/07/2024","8,329.30","8,359.45","8,364.10","8,312.95","208.84M","-0.07%"
"03/06/2024","8,335.45","8,347.55","8,356.55","8,206.35","183.94M","-0.17%"
"03/05/2024","8,349.95","8,333.20","8,366.05","8,296.75","166.35M","0.19%"
"03/04/2024","8,334.40","8,288.65","8,354.50","8,281.45","265.21M","0.86%"
"03/02/2024","8,263.65","8,268.20","8,283.60","8,259.30","12.19K","0.24%"
"03/01/2024","8,243.95","8,126.15","8,261.60","8,124.00","170.49M","1.96%"
"02/29/2024","8,085.75","8,063.20","8,114.90","8,022.95","275.12M","0.38%"
"02/28/2024","8,055.20","8,202.35","8,213.20","8,040.60","165.38M","-1.78%"
"02/27/2024","8,200.90","8,171.10","8,215.45","8,157.80","171.89M","0.26%"
"02/26/2024","8,180.00","8,171.45","8,200.45","8,137.55","208.67M","0.11%"
"02/23/2024","8,170.70","8,164.25","8,187.35","8,118.95","154.88M","0.23%"
"02/22/2024","8,152.30","8,098.70","8,162.95","7,986.95","206.17M","0.91%"
"02/21/2024","8,078.55","8,179.80","8,183.30","8,050.55","202.30M","-0.96%"
"02/20/2024","8,157.15","8,121.75","8,167.85","8,098.90","207.31M","0.56%"
"02/19/2024","8,111.55","8,104.55","8,135.40","8,070.20","167.29M","0.42%"
"02/16/2024","8,077.75","8,085.30","8,104.25","8,057.05","256.74M","0.28%"
"02/15/2024","8,055.15","8,032.25","8,078.10","8,006.75","299.95M","0.68%"
"02/14/2024","8,000.50","7,862.75","8,010.15","7,850.40","230.70M","1.15%"
"02/13/2024","7,909.60","7,889.55","7,942.50","7,822.30","186.99M","0.41%"
"02/12/2024","7,877.00","7,979.75","7,984.95","7,858.35","254.41M","-1.25%"
"02/09/2024","7,977.05","8,036.65","8,051.75","7,884.15","326.35M","-0.36%"
"02/08/2024","8,006.05","8,053.10","8,054.10","7,952.55","332.27M","0.14%"
"02/07/2024","7,994.70","8,042.05","8,053.10","7,973.05","287.63M","0.06%"
"02/06/2024","7,989.65","7,952.15","8,007.30","7,885.80","405.23M","0.97%"
"02/05/2024","7,913.10","7,987.15","8,018.05","7,884.35","416.91M","-0.42%"
"02/02/2024","7,946.15","7,870.45","8,007.20","7,868.50","392.84M","1.54%"
"02/01/2024","7,825.90","7,886.75","7,900.25","7,797.70","255.57M","-0.43%"
"01/31/2024","7,859.90","7,807.00","7,869.80","7,784.75","263.50M","0.28%"
"01/30/2024","7,838.30","7,973.45","7,973.45","7,828.55","347.75M","-1.25%"
